ID,TMC,Severity,Start_Time,End_Time,City,State,Timezone,Visibility(mi),Temperature(F),Humidity(%),Wind_Speed(mph),Precipitation(in),Weather_Condition
A-8390,241,2,12/23/2016 15:57,12/23/2016 16:26,Aptos,CA,US/Pacific,10,51.1,96,5.8,0.09,Light Rain
A-8392,241,3,12/23/2016 16:00,12/23/2016 16:30,Richmond,CA,US/Pacific,10,53.1,69,9.2,0,Scattered Clouds
A-8397,201,2,12/23/2016 16:12,12/23/2016 16:41,Los Gatos,CA,US/Pacific,10,52,86,6.9,0.01,Mostly Cloudy
A-8399,201,2,12/23/2016 16:16,12/23/2016 16:46,Stockton,CA,US/Pacific,10,50,96,12.7,0.01,Overcast
A-8400,201,2,12/23/2016 16:17,12/23/2016 16:46,Modesto,CA,US/Pacific,5,50,86,10.4,0.01,Overcast
A-8402,201,3,12/23/2016 16:20,12/23/2016 16:50,Walnut Creek,CA,US/Pacific,10,53.1,69,9.2,0,Scattered Clouds
A-8407,201,3,12/23/2016 16:51,12/23/2016 17:20,San Francisco,CA,US/Pacific,10,50,74,10.4,0,Mostly Cloudy
A-8409,201,2,12/23/2016 16:46,12/23/2016 17:16,Santa Clara,CA,US/Pacific,10,51.1,80,9.2,0.01,Mostly Cloudy
A-8415,201,2,12/23/2016 17:06,12/23/2016 17:36,Stockton,CA,US/Pacific,10,48.9,97,5.8,0.01,Light Rain
A-8416,241,2,12/23/2016 17:08,12/23/2016 17:38,Sausalito,CA,US/Pacific,10,50,74,10.4,0,Mostly Cloudy
A-8432,201,2,12/23/2016 17:58,12/23/2016 18:27,San Jose,CA,US/Pacific,10,48.9,80,8.1,0.03,Mostly Cloudy
A-8433,201,3,12/23/2016 17:57,12/23/2016 18:27,San Jose,CA,US/Pacific,10,48.9,80,8.1,0.03,Mostly Cloudy
A-8439,241,3,12/23/2016 18:19,12/23/2016 18:48,San Jose,CA,US/Pacific,10,48.9,80,8.1,0.03,Mostly Cloudy
A-8444,241,3,12/23/2016 18:19,12/23/2016 18:49,Soda Springs,CA,US/Pacific,0.5,30.9,92,13.8,0.01,Snow
A-8457,201,3,12/23/2016 19:14,12/23/2016 19:43,Dublin,CA,US/Pacific,10,45,82,9.2,0,Clear
A-8459,201,3,12/23/2016 19:20,12/23/2016 19:50,Soda Springs,CA,US/Pacific,0.2,30,92,12.7,0.02,Light Freezing Fog
A-8461,201,3,12/23/2016 19:29,12/23/2016 19:58,Emigrant Gap,CA,US/Pacific,0.2,30,92,12.7,0.02,Light Freezing Fog
A-8478,201,3,12/23/2016 20:32,12/23/2016 21:02,Emigrant Gap,CA,US/Pacific,1.8,28.9,92,10.4,0.04,Light Snow
A-8483,241,3,12/23/2016 20:58,12/23/2016 21:28,San Jose,CA,US/Pacific,10,46.9,80,5.8,0,Mostly Cloudy
A-8493,201,3,12/23/2016 21:28,12/23/2016 21:58,Soda Springs,CA,US/Pacific,3,28.9,92,8.1,0.02,Overcast
A-8505,201,2,12/23/2016 23:50,12/24/2016 0:19,Seaside,CA,US/Pacific,10,44.1,85,4.6,0,Clear
A-8508,343,2,12/24/2016 0:46,12/24/2016 1:16,San Francisco,CA,US/Pacific,9,46.9,74,13.8,0.03,Light Rain
A-8551,201,3,12/24/2016 23:37,12/25/2016 0:07,Danville,CA,US/Pacific,10,37.9,79,3.5,0,Clear
A-8775,201,2,12/27/2016 21:34,12/27/2016 22:04,Lafayette,CA,US/Pacific,10,39,73,3.5,0,Clear
A-9053,245,3,12/30/2016 3:56,12/30/2016 4:41,Martinez,CA,US/Pacific,7,39,82,3.5,0,Clear
A-9160,201,3,12/31/2016 7:23,12/31/2016 7:53,Stockton,CA,US/Pacific,6,45,93,6.9,0.04,Light Rain
A-9162,201,2,12/31/2016 8:22,12/31/2016 8:51,Ripon,CA,US/Pacific,7,46,83,5.8,0.01,Light Rain
A-9166,201,3,12/31/2016 10:11,12/31/2016 10:56,Sacramento,CA,US/Pacific,10,46,86,5.8,0,Overcast
A-9168,201,2,12/31/2016 11:01,12/31/2016 11:31,Stockton,CA,US/Pacific,10,46.9,86,5.8,0.01,Overcast
A-9223,201,2,1/2/2017 14:32,1/2/2017 15:17,San Jose,CA,US/Pacific,10,50,77,8.1,0,Mostly Cloudy
A-9227,201,2,1/2/2017 14:51,1/2/2017 15:22,French Camp,CA,US/Pacific,10,50,80,10.4,0,Overcast
A-9230,201,3,1/2/2017 13:41,1/2/2017 15:12,Soda Springs,CA,US/Pacific,0.2,25,96,20.7,0.02,Snow
A-9233,201,2,1/2/2017 15:01,1/2/2017 15:31,French Camp,CA,US/Pacific,10,50,80,10.4,0,Overcast
A-9234,201,3,1/2/2017 15:08,1/2/2017 15:53,San Jose,CA,US/Pacific,10,50,77,8.1,0,Mostly Cloudy
A-9235,201,2,1/2/2017 15:17,1/2/2017 15:47,Foresthill,CA,US/Pacific,4,37.4,93,4.6,0.02,Overcast
A-9240,201,2,1/2/2017 15:36,1/2/2017 16:05,Sacramento,CA,US/Pacific,10,48,83,8.1,0.01,Light Rain
A-9241,201,2,1/2/2017 15:43,1/2/2017 16:28,Santa Cruz,CA,US/Pacific,10,48.2,93,8.1,0,Overcast
A-9244,201,3,1/2/2017 16:08,1/2/2017 16:38,Stockton,CA,US/Pacific,10,50,77,6.9,0,Overcast
A-9246,201,2,1/2/2017 16:16,1/2/2017 17:00,Rohnert Park,CA,US/Pacific,3,44.6,87,4.6,0.01,Overcast
A-9248,201,2,1/2/2017 16:20,1/2/2017 17:04,San Jose,CA,US/Pacific,10,51.1,71,9.2,0,Mostly Cloudy
A-9250,201,2,1/2/2017 16:39,1/2/2017 17:23,San Jose,CA,US/Pacific,10,50,74,8.1,0,Mostly Cloudy
A-9254,406,3,1/2/2017 16:27,1/2/2017 17:11,Sacramento,CA,US/Pacific,10,48,80,10.4,0,Overcast
A-9255,201,2,1/2/2017 17:12,1/2/2017 17:57,Sunnyvale,CA,US/Pacific,10,50,74,3.5,0,Partly Cloudy
A-9257,201,2,1/2/2017 17:06,1/2/2017 17:36,Sacramento,CA,US/Pacific,10,48,80,10.4,0,Overcast
A-9259,201,3,1/2/2017 17:15,1/2/2017 17:44,Winters,CA,US/Pacific,10,48,77,4.6,0.01,Light Rain
A-9260,201,2,1/2/2017 17:18,1/2/2017 17:48,Sacramento,CA,US/Pacific,10,48,80,10.4,0,Overcast
A-9263,203,2,1/2/2017 17:26,1/2/2017 18:11,Sacramento,CA,US/Pacific,10,46.9,86,6.9,0,Overcast
A-9268,203,2,1/2/2017 18:07,1/2/2017 18:36,Nevada City,CA,US/Pacific,0.8,32,100,8.1,0.02,Overcast
A-9271,201,2,1/2/2017 18:14,1/2/2017 18:44,Sacramento,CA,US/Pacific,10,46.9,86,6.9,0,Overcast
A-9272,201,2,1/2/2017 18:13,1/2/2017 18:43,Grass Valley,CA,US/Pacific,0.8,32,100,8.1,0.02,Overcast
A-9275,201,3,1/2/2017 18:31,1/2/2017 19:16,Oakland,CA,US/Pacific,10,51.1,80,8.1,0,Overcast
A-9278,201,2,1/2/2017 18:29,1/2/2017 18:58,Nevada City,CA,US/Pacific,0.5,32,100,9.2,0.08,Overcast
A-9281,201,3,1/2/2017 18:39,1/2/2017 19:23,Vacaville,CA,US/Pacific,10,46,86,6.9,0.01,Overcast
A-9283,201,2,1/2/2017 18:33,1/2/2017 19:03,Nevada City,CA,US/Pacific,0.5,32,100,9.2,0.08,Overcast
A-9284,201,2,1/2/2017 18:45,1/2/2017 19:15,Pollock Pines,CA,US/Pacific,0.8,35.6,100,13.8,0.01,Overcast
A-9285,201,2,1/2/2017 18:56,1/2/2017 19:40,Santa Rosa,CA,US/Pacific,7,41,100,3.5,0.02,Light Rain
A-9294,201,2,1/2/2017 19:24,1/2/2017 19:54,Downieville,CA,US/Pacific,0.2,26.1,100,13.8,0.02,Snow
A-9299,201,2,1/2/2017 19:53,1/2/2017 20:22,Grass Valley,CA,US/Pacific,0.2,32,100,4.6,0.01,Overcast
A-9300,203,2,1/2/2017 19:58,1/2/2017 20:28,Nevada City,CA,US/Pacific,0.2,32,100,4.6,0.01,Overcast
A-9301,201,2,1/2/2017 19:53,1/2/2017 20:23,Nevada City,CA,US/Pacific,0.2,32,100,4.6,0.01,Overcast
A-9305,201,2,1/2/2017 20:02,1/2/2017 20:32,Grass Valley,CA,US/Pacific,0.2,32,100,4.6,0.01,Overcast
A-9308,201,3,1/2/2017 20:27,1/2/2017 21:12,Richmond,CA,US/Pacific,10,48,77,8.1,0,Partly Cloudy
A-9309,201,3,1/2/2017 20:52,1/2/2017 21:37,San Jose,CA,US/Pacific,10,48,86,9.2,0,Light Rain
A-9311,201,3,1/2/2017 21:25,1/2/2017 22:08,San Francisco,CA,US/Pacific,10,48.9,80,8.1,0,Light Rain
A-9317,201,2,1/2/2017 21:55,1/2/2017 22:25,Nevada City,CA,US/Pacific,0.5,32,100,4.6,0.04,Overcast
A-9322,201,2,1/2/2017 22:35,1/2/2017 23:20,Scotts Valley,CA,US/Pacific,10,46,100,3.5,0,Overcast
A-9324,201,2,1/2/2017 22:47,1/2/2017 23:16,Grass Valley,CA,US/Pacific,0.2,32,100,8.1,0.05,Overcast
A-9326,201,3,1/2/2017 23:45,1/3/2017 0:30,Alta,CA,US/Pacific,0.2,27,100,19.6,0.03,Light Snow
A-9328,201,2,1/3/2017 1:16,1/3/2017 2:00,Los Gatos,CA,US/Pacific,10,48.9,83,8.1,0,Light Rain
A-9329,201,2,1/3/2017 1:15,1/3/2017 2:00,Dixon,CA,US/Pacific,9,44.6,93,8.1,0.01,Overcast
A-9331,201,2,1/3/2017 1:55,1/3/2017 2:40,Santa Rosa,CA,US/Pacific,5,39.9,100,3.5,0,Light Rain
A-9333,241,2,1/3/2017 1:49,1/3/2017 2:33,Napa,CA,US/Pacific,5,48,89,5.8,0.03,Light Rain
A-9334,201,3,1/3/2017 1:50,1/3/2017 2:35,Vacaville,CA,US/Pacific,6,46.4,100,3.5,0.04,Light Rain
A-9335,241,2,1/3/2017 2:13,1/3/2017 2:57,Hercules,CA,US/Pacific,4,46.9,86,5.8,0.01,Light Rain
A-9336,241,3,1/3/2017 2:08,1/3/2017 2:53,Vacaville,CA,US/Pacific,6,46,100,3.5,0.05,Light Rain
A-9339,241,3,1/3/2017 3:28,1/3/2017 4:13,Oakland,CA,US/Pacific,10,48.9,100,4.6,0.01,Light Rain
A-9343,201,3,1/3/2017 4:18,1/3/2017 5:03,Oakland,CA,US/Pacific,6,48.9,100,5.8,0.04,Rain
A-9344,241,3,1/3/2017 4:27,1/3/2017 5:11,Emeryville,CA,US/Pacific,10,50,96,11.5,0.01,Light Rain
A-9345,201,2,1/3/2017 4:59,1/3/2017 5:43,Belmont,CA,US/Pacific,8,48.2,93,5.8,0.03,Light Rain
A-9346,241,3,1/3/2017 4:58,1/3/2017 5:42,Oakland,CA,US/Pacific,10,50,96,11.5,0.01,Light Rain
A-9348,201,2,1/3/2017 4:47,1/3/2017 5:31,Walnut Creek,CA,US/Pacific,9,46.9,86,4.6,0.04,Light Rain
A-9349,241,3,1/3/2017 5:24,1/3/2017 6:00,Emeryville,CA,US/Pacific,5,50,96,15,0.06,Light Rain
A-9350,241,3,1/3/2017 6:16,1/3/2017 6:50,Oakland,CA,US/Pacific,5,50,96,15,0.06,Light Rain
A-9353,201,3,1/3/2017 7:11,1/3/2017 8:10,Sacramento,CA,US/Pacific,10,45,97,11.5,0.01,Light Rain
A-9355,241,2,1/3/2017 8:21,1/3/2017 8:50,San Mateo,CA,US/Pacific,10,48.9,90,8.1,0.01,Overcast
A-9356,201,3,1/3/2017 8:05,1/3/2017 8:47,Oakland,CA,US/Pacific,10,50,100,9.2,0.01,Light Rain
A-9357,201,3,1/3/2017 8:26,1/3/2017 8:55,Tracy,CA,US/Pacific,10,45,93,10.4,0,Light Rain
A-9358,201,3,1/3/2017 9:01,1/3/2017 9:30,Oakland,CA,US/Pacific,10,51.1,96,11.5,0,Overcast
A-9362,201,2,1/3/2017 8:38,1/3/2017 9:22,Elk Grove,CA,US/Pacific,5,45,97,6.9,0.02,Light Rain
A-9363,201,2,1/3/2017 9:08,1/3/2017 9:37,Napa,CA,US/Pacific,5,48.9,86,15,0.01,Light Rain
A-9365,201,3,1/3/2017 9:18,1/3/2017 9:42,San Francisco,CA,US/Pacific,10,51.1,96,11.5,0,Overcast
A-9372,241,2,1/3/2017 10:31,1/3/2017 11:00,Grass Valley,CA,US/Pacific,1.2,32,100,5.8,0.07,Overcast
A-9377,201,2,1/3/2017 10:51,1/3/2017 11:20,Los Gatos,CA,US/Pacific,10,53.1,69,17.3,0,Overcast
A-9379,201,2,1/3/2017 11:18,1/3/2017 11:47,Los Gatos,CA,US/Pacific,10,53.1,69,17.3,0,Overcast
A-9381,201,2,1/3/2017 11:33,1/3/2017 12:04,Nevada City,CA,US/Pacific,5,33.8,100,8.1,0.05,Overcast
A-9382,201,3,1/3/2017 11:39,1/3/2017 12:08,Vallejo,CA,US/Pacific,10,50,83,9.2,0.01,Light Rain
A-9383,201,2,1/3/2017 11:47,1/3/2017 12:17,Healdsburg,CA,US/Pacific,3,48.9,93,9.2,0.07,Light Rain
A-9384,201,2,1/3/2017 11:55,1/3/2017 12:24,Fremont,CA,US/Pacific,9,54,64,15,0,Light Rain
A-9385,201,2,1/3/2017 11:59,1/3/2017 12:29,Campbell,CA,US/Pacific,10,55,64,17.3,0,Light Rain
A-9387,201,3,1/3/2017 12:12,1/3/2017 12:43,Emigrant Gap,CA,US/Pacific,0.5,30.9,96,12.7,0.02,Light Snow
A-9388,201,3,1/3/2017 12:29,1/3/2017 12:58,Benicia,CA,US/Pacific,6,54,75,6.9,0.01,Light Rain
A-9392,201,2,1/3/2017 13:07,1/3/2017 13:38,Middletown,CA,US/Pacific,3,48.9,93,12.7,0.11,Rain
A-9394,201,2,1/3/2017 13:04,1/3/2017 13:35,Lodi,CA,US/Pacific,4,50,83,17.3,0.02,Rain
A-9396,201,2,1/3/2017 13:09,1/3/2017 13:40,Modesto,CA,US/Pacific,7,53.1,69,8.1,0.02,Light Rain
A-9404,201,2,1/3/2017 14:30,1/3/2017 15:01,Sacramento,CA,US/Pacific,6,48.9,93,13.8,0.07,Light Rain
A-9405,201,2,1/3/2017 14:37,1/3/2017 15:06,Orinda,CA,US/Pacific,6,54,77,6.9,0.05,Light Rain
A-9406,201,3,1/3/2017 14:41,1/3/2017 15:10,Benicia,CA,US/Pacific,3,53.1,80,10.4,0.06,Light Rain
A-9407,241,2,1/3/2017 14:35,1/3/2017 15:05,Orinda,CA,US/Pacific,6,54,77,6.9,0.05,Light Rain
A-9408,201,2,1/3/2017 14:44,1/3/2017 15:14,Sunnyvale,CA,US/Pacific,9,54,77,16.1,0,Light Rain
A-9409,201,3,1/3/2017 14:44,1/3/2017 15:15,Newcastle,CA,US/Pacific,4,46.4,76,17.3,0.03,Overcast
A-9410,201,2,1/3/2017 14:51,1/3/2017 15:22,San Andreas,CA,US/Pacific,4,42.8,87,5.8,0.03,Scattered Clouds
A-9412,201,2,1/3/2017 15:12,1/3/2017 15:42,Vallejo,CA,US/Pacific,4,50,89,10.4,0.12,Rain
A-9414,201,3,1/3/2017 15:16,1/3/2017 15:46,Sacramento,CA,US/Pacific,6,48.9,93,13.8,0.07,Light Rain
A-9415,201,2,1/3/2017 15:13,1/3/2017 15:43,Sacramento,CA,US/Pacific,6,48.9,93,13.8,0.07,Light Rain
A-9417,201,2,1/3/2017 15:14,1/3/2017 15:44,Stockton,CA,US/Pacific,6,50,93,16.1,0.04,Light Rain
A-9418,201,2,1/3/2017 15:16,1/3/2017 15:45,Modesto,CA,US/Pacific,3,52,80,11.5,0.08,Light Haze
A-9419,201,2,1/3/2017 15:20,1/3/2017 15:50,Foresthill,CA,US/Pacific,5,44.6,87,17.3,0.01,Overcast
A-9420,201,2,1/3/2017 15:27,1/3/2017 15:57,San Pablo,CA,US/Pacific,5,54,77,11.5,0.06,Light Rain
A-9421,201,2,1/3/2017 15:25,1/3/2017 15:55,Los Gatos,CA,US/Pacific,7,54,80,8.1,0.01,Light Rain
A-9422,201,2,1/3/2017 15:28,1/3/2017 15:57,Los Gatos,CA,US/Pacific,7,54,80,8.1,0.01,Light Rain
A-9423,201,3,1/3/2017 15:27,1/3/2017 15:56,Soda Springs,CA,US/Pacific,0.2,30,100,15,0.03,Snow
A-9424,201,2,1/3/2017 15:32,1/3/2017 16:01,Santa Rosa,CA,US/Pacific,1.8,50,96,15,0.25,Rain
A-9425,201,2,1/3/2017 15:42,1/3/2017 16:12,Sonoma,CA,US/Pacific,1.2,48.2,100,10.4,0.01,Overcast
A-9427,201,2,1/3/2017 15:35,1/3/2017 16:04,Sacramento,CA,US/Pacific,6,50,93,16.1,0.07,Light Rain
A-9430,201,2,1/3/2017 15:45,1/3/2017 16:15,Lakeport,CA,US/Pacific,3,46.4,93,4.6,0.1,Rain
A-9431,241,2,1/3/2017 15:45,1/3/2017 16:15,Santa Rosa,CA,US/Pacific,1.8,50,96,15,0.25,Rain
A-9432,201,2,1/3/2017 15:52,1/3/2017 16:22,Rodeo,CA,US/Pacific,5,54,77,11.5,0.06,Light Rain
A-9433,201,3,1/3/2017 15:50,1/3/2017 16:19,Martinez,CA,US/Pacific,5,54,77,11.5,0.06,Light Rain
A-9434,201,2,1/3/2017 15:43,1/3/2017 16:13,Oroville,CA,US/Pacific,6,48,89,16.1,0.07,Light Rain
A-9436,201,2,1/3/2017 15:44,1/3/2017 16:13,Sacramento,CA,US/Pacific,6,50,93,16.1,0.07,Light Rain
A-9437,201,2,1/3/2017 15:53,1/3/2017 16:23,Rocklin,CA,US/Pacific,10,48.2,87,15,0.01,Overcast
A-9439,201,2,1/3/2017 15:56,1/3/2017 16:26,Scotts Valley,CA,US/Pacific,5,51.1,100,3.5,0.04,Rain
A-9440,201,3,1/3/2017 15:59,1/3/2017 16:28,Sacramento,CA,US/Pacific,7,50,89,23,0.07,Rain
A-9442,201,3,1/3/2017 16:13,1/3/2017 16:42,Sacramento,CA,US/Pacific,6,50,93,16.1,0.07,Light Rain
A-9444,201,3,1/3/2017 16:28,1/3/2017 16:58,Burlingame,CA,US/Pacific,7,53.1,89,17.3,0.04,Light Rain
A-9445,201,3,1/3/2017 16:31,1/3/2017 17:00,Sacramento,CA,US/Pacific,9,50,93,15,0.03,Light Rain
A-9449,201,2,1/3/2017 16:35,1/3/2017 17:04,Napa,CA,US/Pacific,1.8,52,86,15,0.1,Heavy Rain
A-9450,201,2,1/3/2017 16:39,1/3/2017 17:09,Napa,CA,US/Pacific,1.8,52,86,15,0.1,Heavy Rain
A-9451,201,2,1/3/2017 16:39,1/3/2017 17:09,Los Gatos,CA,US/Pacific,9,54,83,13.8,0.01,Light Rain
A-9452,201,2,1/3/2017 16:35,1/3/2017 17:05,Los Gatos,CA,US/Pacific,9,54,83,13.8,0.01,Light Rain
A-9456,201,3,1/3/2017 16:44,1/3/2017 17:14,San Jose,CA,US/Pacific,9,54,83,13.8,0.01,Light Rain
A-9457,201,3,1/3/2017 16:50,1/3/2017 17:19,Livermore,CA,US/Pacific,8,52,86,3.5,0.1,Light Rain
A-9461,201,3,1/3/2017 16:56,1/3/2017 17:26,Burlingame,CA,US/Pacific,7,55.9,80,24.2,0.07,Light Rain
A-9462,201,3,1/3/2017 16:57,1/3/2017 17:27,San Francisco,CA,US/Pacific,6,54,90,18.4,0.06,Light Rain
A-9464,241,3,1/3/2017 17:02,1/3/2017 17:31,Sacramento,CA,US/Pacific,8,50,89,27.6,0.02,Light Rain
A-9465,201,2,1/3/2017 17:04,1/3/2017 17:34,Sacramento,CA,US/Pacific,9,50,93,15,0.03,Light Rain
A-9468,201,2,1/3/2017 17:19,1/3/2017 17:48,Los Gatos,CA,US/Pacific,10,54,80,15,0.01,Overcast
A-9469,201,3,1/3/2017 17:16,1/3/2017 17:46,Dunnigan,CA,US/Pacific,8,50,89,27.6,0.02,Light Rain
A-9472,201,3,1/3/2017 17:24,1/3/2017 17:54,Burlingame,CA,US/Pacific,7,55.9,80,24.2,0.07,Light Rain
A-9473,201,2,1/3/2017 17:52,1/3/2017 18:22,Sierra City,CA,US/Pacific,0.8,32,96,18.4,0.06,Light Snow
A-9474,201,3,1/3/2017 17:57,1/3/2017 18:26,Oakland,CA,US/Pacific,8,54,90,24.2,0.1,Rain
A-9476,201,2,1/3/2017 17:58,1/3/2017 18:28,Napa,CA,US/Pacific,9,55,86,5.8,0.06,Light Rain
A-9478,201,3,1/3/2017 18:03,1/3/2017 18:33,Oakland,CA,US/Pacific,8,54,90,24.2,0.1,Rain
A-9479,201,3,1/3/2017 18:04,1/3/2017 18:33,Oakland,CA,US/Pacific,8,54,90,24.2,0.1,Rain
A-9480,201,3,1/3/2017 18:08,1/3/2017 18:38,Hayward,CA,US/Pacific,6,55,77,20.7,0.06,Rain
A-9483,201,2,1/3/2017 18:09,1/3/2017 18:39,San Jose,CA,US/Pacific,6,53.1,86,18.4,0.02,Rain
A-9484,201,3,1/3/2017 18:09,1/3/2017 18:39,Sacramento,CA,US/Pacific,10,48.9,90,17.3,0,Light Rain
A-9485,201,2,1/3/2017 18:04,1/3/2017 18:33,Sacramento,CA,US/Pacific,10,48.9,90,17.3,0,Light Rain
A-9487,201,2,1/3/2017 18:36,1/3/2017 19:06,Vallejo,CA,US/Pacific,5,55.9,87,13.8,0.1,Light Rain
A-9488,201,3,1/3/2017 18:30,1/3/2017 18:59,Walnut Creek,CA,US/Pacific,7,55,80,16.1,0.03,Light Rain
A-9489,201,2,1/3/2017 18:31,1/3/2017 19:01,San Jose,CA,US/Pacific,10,54,86,16.1,0.03,Light Rain
A-9491,201,2,1/3/2017 18:44,1/3/2017 19:14,San Francisco,CA,US/Pacific,9,55,86,19.6,0.02,Light Rain
A-9492,201,3,1/3/2017 18:43,1/3/2017 19:12,Oakland,CA,US/Pacific,6,54,90,29.9,0.03,Light Rain
A-9494,201,2,1/3/2017 18:45,1/3/2017 19:14,Oakland,CA,US/Pacific,6,54,90,29.9,0.03,Light Rain
A-9495,201,3,1/3/2017 18:49,1/3/2017 19:19,Walnut Creek,CA,US/Pacific,5,55,80,13.8,0.05,Light Rain
A-9496,201,2,1/3/2017 18:44,1/3/2017 19:13,Oroville,CA,US/Pacific,5,48,89,16.1,0.04,Light Rain
A-9497,201,3,1/3/2017 18:50,1/3/2017 19:20,Lodi,CA,US/Pacific,7,48.9,97,21.9,0.07,Light Rain
A-9498,201,2,1/3/2017 18:50,1/3/2017 19:20,Shingle Springs,CA,US/Pacific,10,41,93,26.5,0.01,Overcast
A-9499,201,3,1/3/2017 19:13,1/3/2017 19:43,Oakland,CA,US/Pacific,6,54,90,29.9,0.03,Light Rain
A-9500,201,2,1/3/2017 19:11,1/3/2017 19:41,Los Gatos,CA,US/Pacific,10,54,86,16.1,0.03,Light Rain
A-9501,201,2,1/3/2017 19:31,1/3/2017 20:00,Sacramento,CA,US/Pacific,8,50,93,24.2,0.05,Light Rain
A-9502,201,2,1/3/2017 19:36,1/3/2017 20:05,Napa,CA,US/Pacific,4,55.9,87,4.6,0.05,Light Rain
A-9503,201,3,1/3/2017 19:42,1/3/2017 20:12,Vallejo,CA,US/Pacific,5,55.9,87,6.9,0.07,Light Rain
A-9504,201,3,1/3/2017 19:35,1/3/2017 20:05,Oakland,CA,US/Pacific,8,54,90,18.4,0.02,Light Rain
A-9506,201,2,1/3/2017 19:36,1/3/2017 20:06,Sacramento,CA,US/Pacific,7,48.9,93,20.7,0.05,Light Rain
A-9507,201,2,1/3/2017 19:36,1/3/2017 20:06,Oroville,CA,US/Pacific,9,48,89,15,0.04,Light Rain
A-9509,201,3,1/3/2017 19:43,1/3/2017 20:13,San Pablo,CA,US/Pacific,5,55,80,16.1,0.08,Light Rain
A-9510,201,3,1/3/2017 19:49,1/3/2017 20:18,Sacramento,CA,US/Pacific,7,48.9,93,20.7,0.05,Light Rain
A-9511,201,2,1/3/2017 19:42,1/3/2017 20:12,Sacramento,CA,US/Pacific,7,48.9,93,20.7,0.05,Light Rain
A-9512,229,3,1/3/2017 20:01,1/3/2017 20:30,Sacramento,CA,US/Pacific,7,48.9,93,20.7,0.05,Light Rain
A-9514,201,3,1/3/2017 20:08,1/3/2017 20:38,San Francisco,CA,US/Pacific,8,57,83,27.6,0.03,Light Rain
A-9515,201,3,1/3/2017 20:12,1/3/2017 20:42,Oakland,CA,US/Pacific,8,54,90,18.4,0.02,Light Rain
A-9516,201,3,1/3/2017 20:18,1/3/2017 20:47,Benicia,CA,US/Pacific,8,55.9,77,18.4,0,Light Rain
A-9517,201,2,1/3/2017 20:13,1/3/2017 20:43,Santa Cruz,CA,US/Pacific,3,52,100,6.9,0.16,Heavy Rain
A-9518,201,3,1/3/2017 20:19,1/3/2017 20:48,San Jose,CA,US/Pacific,7,54,86,17.3,0.01,Light Rain
A-9520,201,3,1/3/2017 20:20,1/3/2017 20:48,Tracy,CA,US/Pacific,10,48.9,93,21.9,0.03,Light Rain
A-9522,201,2,1/3/2017 20:33,1/3/2017 21:03,Santa Cruz,CA,US/Pacific,10,53.1,100,5.8,0.09,Overcast
A-9523,201,2,1/3/2017 20:41,1/3/2017 21:10,Santa Clara,CA,US/Pacific,5,54,86,12.7,0.04,Light Rain
A-9524,201,2,1/3/2017 20:32,1/3/2017 21:02,Freedom,CA,US/Pacific,10,53.1,100,5.8,0.09,Overcast
A-9525,201,2,1/3/2017 20:32,1/3/2017 21:01,Auburn,CA,US/Pacific,6,46.4,93,10.4,0.03,Overcast
A-9527,201,2,1/3/2017 21:09,1/3/2017 21:38,Sunnyvale,CA,US/Pacific,6,55,83,19.6,0.04,Light Rain
A-9530,201,3,1/3/2017 21:13,1/3/2017 21:43,Los Altos,CA,US/Pacific,6,55,83,19.6,0.04,Light Rain
A-9531,201,3,1/3/2017 21:22,1/3/2017 21:51,Hayward,CA,US/Pacific,9,55,80,26.5,0,Light Rain
A-9532,201,2,1/3/2017 21:18,1/3/2017 21:48,Concord,CA,US/Pacific,4,55.9,77,18.4,0.03,Rain
A-9533,201,2,1/3/2017 21:22,1/3/2017 21:52,Concord,CA,US/Pacific,4,55.9,77,18.4,0.03,Rain
A-9536,201,3,1/3/2017 21:29,1/3/2017 21:58,Oakland,CA,US/Pacific,10,55.9,87,20.7,0,Overcast
A-9537,201,3,1/3/2017 21:28,1/3/2017 21:58,Pleasant Hill,CA,US/Pacific,5,55.9,80,13.8,0.05,Light Rain
A-9538,201,2,1/3/2017 21:29,1/3/2017 21:58,Lodi,CA,US/Pacific,10,48.9,97,21.9,0,Light Rain
A-9539,241,2,1/3/2017 21:34,1/3/2017 22:03,Pollock Pines,CA,US/Pacific,6,42.8,100,23,0.04,Overcast
A-9540,201,2,1/3/2017 22:00,1/3/2017 22:30,Sacramento,CA,US/Pacific,10,50,93,20.7,0.02,Light Rain
A-9542,201,3,1/3/2017 22:18,1/3/2017 22:47,Vallejo,CA,US/Pacific,9,57,87,19.6,0.01,Light Rain
A-9543,201,3,1/3/2017 22:19,1/3/2017 22:49,Pleasant Hill,CA,US/Pacific,10,57,77,15,0,Light Rain
A-9546,201,3,1/3/2017 22:18,1/3/2017 22:48,Firebaugh,CA,US/Pacific,10,50,83,16.1,0,Light Rain
A-9549,201,2,1/3/2017 22:41,1/3/2017 23:11,Placerville,CA,US/Pacific,3,42.8,100,28.8,0.05,Overcast
A-9551,201,3,1/3/2017 22:58,1/3/2017 23:27,Benicia,CA,US/Pacific,8,57,77,15,0,Light Rain
A-9552,201,3,1/3/2017 22:56,1/3/2017 23:26,Fairfield,CA,US/Pacific,8,55.9,90,21.9,0.02,Light Rain
A-9553,201,3,1/3/2017 22:57,1/3/2017 23:27,Fairfield,CA,US/Pacific,8,55.9,90,21.9,0.02,Light Rain
